#numMotions
8
#motionIndex
0 0
#motionName
rest rest
#numFrames
799 799
#minListSize
138
#i j distance theta x0 z0
156 2724 459.607 1.36904 -0.727215 -1.7328
71 2742 465.085 1.62911 -0.894946 -1.68315
0 2741 469.67 1.60017 -0.875399 -1.71061
295 703 470.03 1.17011 -0.950908 -1.87995
33 2741 471.957 1.60328 -0.876119 -1.70797
151 658 473.108 0.956455 -0.836907 -1.96068
153 2661 479.846 0.10039 0.255363 -1.95116
286 2051 491.661 0.789109 -0.387957 -1.9481
267 774 492.378 1.04847 -0.696675 -1.87469
281 656 493.716 1.20217 -1.11729 -1.85084
152 2284 494.733 0.71863 -0.756903 -2.6686
157 489 496.52 1.54588 -0.687339 -0.367683
65 2280 498.917 0.66412 -0.632982 -2.80243
0 2280 499.374 0.64876 -0.606405 -2.81542
21 2280 500.185 0.650428 -0.608384 -2.81462
16 2280 500.229 0.650369 -0.608564 -2.81465
322 2253 504.363 -0.401618 1.21822 -2.47167
283 1507 514.642 -0.114307 0.745222 -1.80728
152 1418 515.489 -0.081386 0.567466 -1.6046
295 2643 517.024 0.113298 0.147768 -2.15037
159 2077 520.815 0.575399 -0.187778 -1.94481
152 166 522.806 1.82324 -0.351838 -0.708884
291 1414 523.707 0.176309 0.316375 -1.85097
0 704 526.685 0.999494 -0.747327 -1.97247
99 630 532.691 1.33351 -1.1087 -1.58014
90 2641 533.432 -0.0266846 0.34763 -2.04381
160 1911 541.889 0.0395611 0.674053 -1.66874
159 439 545.395 1.56444 -0.473249 -0.43909
293 1342 545.703 0.115504 0.234372 -1.78697
154 1308 546.198 0.0128693 0.494144 -1.64679
158 2782 546.765 1.78644 -1.09373 -1.6081
89 1408 547.817 0.0702708 0.437537 -1.7229
160 1962 550.911 0.142508 0.562486 -1.63405
370 661 555.239 1.1553 -1.04587 -1.99365
0 2645 558.011 -0.0222305 0.344947 -2.05703
91 148 559.62 1.75561 -0.351747 -0.768606
81 2252 559.935 -0.582943 1.48819 -2.12152
72 2057 560.295 0.659642 -0.223912 -1.95327
245 724 561.564 0.918195 -0.711897 -2.03808
155 1350 563.281 -0.128726 0.450317 -1.55475
0 2058 566.446 0.646589 -0.214409 -1.96501
297 2557 568.617 -0.00613254 0.124249 -2.08854
155 1118 568.696 0.709794 0.210871 -1.15898
286 156 569.728 1.82502 -0.369313 -0.833376
151 2616 570.201 -0.160791 0.508251 -1.9805
0 2251 572.819 -0.698299 1.60626 -1.95956
283 2456 574.936 0.397575 0.146746 -2.21671
93 2119 575.07 0.965879 -0.602172 -1.91249
0 1413 577.504 0.0374206 0.470933 -1.74512
162 1808 581.366 -0.325945 0.76031 -2.12632
98 2442 586.127 0.201061 0.440742 -2.12536
156 1373 588.719 -0.0701725 0.502644 -1.56308
246 1455 591.068 -0.157737 0.822097 -1.72426
66 1514 593.348 -0.255236 0.874475 -1.643
158 1218 593.394 0.315963 -0.092501 -1.56297
77 2558 595.031 -0.164485 0.336781 -1.99036
0 1514 595.06 -0.265017 0.879215 -1.63786
0 152 595.5 1.70381 -0.3477 -0.825532
33 1514 596.739 -0.26256 0.879164 -1.64014
27 1514 596.813 -0.263687 0.87972 -1.63925
156 74 597.798 1.34177 -0.883748 -0.86971
299 579 603.478 1.02615 -0.93568 -1.6353
78 1343 604.349 -0.00928154 0.373832 -1.68637
0 2558 605.023 -0.186074 0.357316 -1.99369
306 1698 608.121 -0.812516 1.70322 -1.87129
81 578 608.967 0.905595 -0.8143 -1.65953
159 1171 611.277 0.616261 -0.181594 -1.32123
0 1343 612.569 -0.0300302 0.387154 -1.69009
156 2563 613.145 -0.328157 0.498984 -1.86397
149 122 613.396 1.34335 -0.595922 -0.870616
68 481 613.603 1.55414 -0.652099 -0.437521
163 1855 614.279 -0.243635 0.711044 -1.82151
296 520 616.221 1.85588 -0.615415 -0.420619
90 105 616.277 1.39705 -0.720893 -0.900093
0 481 616.364 1.53922 -0.661592 -0.451962
27 481 618.585 1.54227 -0.658661 -0.450037
0 580 624.341 0.865629 -0.782179 -1.72338
81 512 624.83 1.67951 -0.635453 -0.431709
249 2144 626.5 1.15625 -0.930055 -1.79296
157 536 626.541 1.45596 -0.847217 -0.669031
243 2134 629.602 1.06115 -0.797112 -1.88604
159 39 630.194 1.38935 -0.984425 -0.942753
293 481 631.002 1.65795 -0.63958 -0.42678
295 1169 631.606 0.872515 -0.298778 -1.38807
160 2392 632.615 0.106264 0.542166 -2.34107
158 395 632.878 1.18384 -0.347505 -0.792007
295 39 633.588 1.54448 -1.00452 -0.927891
298 1947 638.351 0.232372 0.496233 -1.82053
286 1103 639.797 0.806655 0.23523 -1.30685
75 1699 640.028 -1.0156 1.88152 -1.43908
0 516 642.296 1.6745 -0.653891 -0.465952
0 2450 642.308 0.228029 0.404942 -2.14941
292 79 644.074 1.4655 -0.88625 -0.903047
0 1699 647.658 -1.04003 1.89113 -1.40243
83 1301 650.93 0.0436827 0.509492 -1.74292
0 76 651.856 1.36455 -0.85906 -0.939393
160 340 651.945 1.4254 -0.517922 -1.03985
90 1097 653.974 0.704167 0.324048 -1.20295
300 108 654.322 1.48363 -0.735862 -0.927754
299 1038 655.383 0.135406 0.0651546 -1.12636
0 109 655.53 1.36066 -0.694366 -0.955264
159 1252 655.928 0.0135195 0.236628 -1.65071
66 39 656.284 1.47654 -0.964848 -0.93454
0 39 657.461 1.45586 -0.96684 -0.958758
0 1304 659.734 0.0234159 0.517094 -1.74851
33 1304 661.528 0.0269593 0.515895 -1.75038
27 1304 661.54 0.0258695 0.516546 -1.74991
162 2512 663.817 0.251663 0.101281 -1.94024
155 1702 673.912 -1.06136 1.88844 -1.28496
70 1170 674.108 0.673874 -0.179525 -1.38384
295 431 675.72 1.81611 -0.334909 -0.50703
158 1013 676.09 0.224429 0.124504 -1.01558
292 2353 677.915 -0.314648 1.00319 -2.46836
0 1170 678.787 0.669369 -0.179599 -1.38949
296 1244 679.606 0.421152 -0.142503 -1.77956
239 2782 679.801 1.7607 -1.11084 -1.73845
27 1170 680.789 0.67056 -0.1787 -1.3895
155 589 681.7 0.830416 -0.742936 -1.72557
161 954 683.195 0.014578 0.60118 -1.25591
370 2347 683.633 -0.348807 1.04944 -2.55471
0 1099 684.138 0.660913 0.331849 -1.2192
66 1948 685.412 0.0921949 0.645734 -1.67922
157 2360 686.858 -0.397046 1.16667 -2.17809
0 1948 687.632 0.0785981 0.653632 -1.67411
64 431 689.655 1.62831 -0.378811 -0.521091
0 431 691.213 1.62034 -0.384246 -0.526735
369 782 691.691 0.915151 -0.525678 -2.05791
156 1053 691.703 -0.115802 0.163377 -0.926831
293 1212 695.996 0.512878 -0.253014 -1.64549
77 1037 699.66 -0.0283246 0.123677 -1.04524
0 1038 707.269 -0.0454954 0.124304 -1.05206
300 1797 708.444 -0.203214 0.595243 -2.42399
0 779 710.357 0.941503 -0.530384 -1.91468
296 393 710.872 1.34479 -0.346854 -0.8879
158 831 718.967 -0.233362 0.69868 -1.57556
62 2348 720.717 -0.424648 1.189 -2.33193
0 2348 721.7 -0.449823 1.22154 -2.30489
291 1644 725.777 1.05122 -0.83172 -2.30111
151 2236 726.175 -1.47956 1.73618 -0.504327
294 1907 727.103 0.229909 0.487155 -1.93017
160 1763 736.94 -0.237424 0.801858 -2.48979
70 1242 737.087 0.268787 0.0126092 -1.72433
64 394 739.814 1.21446 -0.31984 -0.869407
245 2703 739.893 0.932887 -0.423707 -2.024
0 394 740.59 1.20325 -0.322721 -0.875849
34 394 742.583 1.20788 -0.320721 -0.874318
29 394 742.623 1.20684 -0.320956 -0.874737
0 1242 743.071 0.252598 0.0232557 -1.72973
249 1097 750.738 0.536589 0.304719 -1.19417
0 1902 753.259 0.0612653 0.673536 -1.80126
60 1902 754.582 0.073799 0.664848 -1.80769
46 1902 755.294 0.0682359 0.66949 -1.80566
33 1902 755.471 0.064741 0.672207 -1.80364
159 296 755.565 1.73794 -0.759873 -1.09552
154 894 758.415 0.518856 0.469223 -1.76336
156 1646 759.845 0.818589 -0.492984 -2.32659
0 1798 768.548 -0.360042 0.844915 -2.24453
236 573 768.923 0.708708 -0.727629 -1.80679
58 1798 770.597 -0.350441 0.834489 -2.25123
46 1798 770.872 -0.354181 0.839225 -2.24926
27 1798 770.94 -0.35863 0.844506 -2.24593
34 1798 770.953 -0.357095 0.842761 -2.2471
76 1643 774.545 0.91913 -0.603989 -2.33497
300 1842 778.117 -0.00578386 0.38759 -2.17856
0 1643 778.166 0.91495 -0.600313 -2.34622
295 324 778.826 1.80936 -0.667953 -1.03414
33 1643 780.999 0.916887 -0.601372 -2.34521
29 1643 781.016 0.916582 -0.601081 -2.34542
245 107 792.379 1.27173 -0.764892 -1.03641
361 1644 800.697 0.959272 -0.695948 -2.44588
247 1342 821.377 -0.146889 0.412382 -1.66178
301 937 822.135 -0.207125 0.785331 -1.35509
238 2550 823.222 -0.288818 0.403516 -1.95061
64 322 825.695 1.79857 -0.636315 -0.989344
0 322 825.843 1.78026 -0.637415 -1.00437
237 54 828.901 1.16355 -0.946951 -1.19446
237 515 829.84 1.54246 -0.763382 -0.574928
237 469 830.345 1.25553 -0.794579 -0.68867
241 2071 841.319 0.551892 -0.19268 -2.0339
235 1194 855.187 0.145315 -0.0226972 -1.59516
0 1844 856.331 -0.138153 0.58323 -2.03882
60 1844 857.529 -0.122696 0.568349 -2.04555
46 1844 858.156 -0.13058 0.576869 -2.04289
66 885 862.504 0.74268 0.259713 -1.92931
1 885 863.947 0.717773 0.282243 -1.92714
33 885 866.175 0.724595 0.277131 -1.92882
296 1592 870.727 -0.104878 0.661118 -2.01051
299 229 872.117 0.850189 -0.388878 -1.63768
231 1937 875.774 -0.105356 0.73226 -1.58459
0 939 879.842 -0.333255 0.846899 -1.18144
61 939 881.186 -0.32795 0.847738 -1.18431
46 939 882.367 -0.329161 0.847868 -1.18484
235 1560 894.886 0.171162 0.424826 -1.95353
247 1641 895.379 0.837789 -0.543623 -2.39641
299 258 901.184 0.577449 -0.133825 -1.85648
283 891 916.957 0.515406 0.441142 -1.90332
285 898 918.929 0.266215 0.653773 -1.7704
239 1727 920.881 -0.672197 1.54958 -2.16428
290 907 921.582 0.031787 0.801529 -1.60699
239 1038 922.612 -0.137426 0.0769427 -1.0605
82 1593 924.183 -0.271422 0.862093 -1.82131
231 1883 931.028 -0.207878 0.788554 -1.72828
158 250 936.04 0.455594 -0.0427861 -1.68928
75 228 936.062 0.726308 -0.268041 -1.60558
234 1158 938.701 0.560709 -0.115042 -1.3763
244 1695 939.68 -1.18648 1.86806 -1.12493
0 228 942.103 0.70198 -0.253795 -1.62136
0 1594 944.784 -0.300505 0.886499 -1.81759
349 888 965.856 0.455362 0.50474 -1.95397
229 1789 973.187 -0.572493 1.08913 -2.11763
231 373 977.901 0.903672 -0.338264 -1.10837
77 257 978.854 0.497941 -0.0292533 -1.78776
234 1240 980.437 0.0957762 0.0857296 -1.73799
238 420 981.807 1.48468 -0.435597 -0.651763
0 258 986.629 0.447033 0.016394 -1.80434
27 258 989.065 0.447773 0.0171865 -1.80461
157 1597 993.771 -0.433819 0.983027 -1.62807
226 1831 994.857 -0.272077 0.657871 -2.07915
231 990 1001.56 0.226428 0.223347 -1.18943
237 811 1006.75 -0.0948123 0.519356 -1.8492
227 229 1020.93 0.267664 0.0147454 -1.71613
238 319 1025.77 1.67064 -0.697068 -1.11427
228 2498 1045.11 0.0798576 0.343803 -2.01904
154 1616 1046.05 0.183002 0.404546 -2.15207
233 2379 1048.41 -0.101788 0.789386 -2.40005
229 925 1076.37 -0.781189 0.920002 -0.838715
233 263 1162.79 0.0802933 0.301214 -1.78859
238 1597 1203.46 -0.374681 0.898612 -1.78527
#motionIndex
5 5
#motionName
jump jump
#numFrames
410 410
#minListSize
14
#i j distance theta x0 z0
344 61 29.1931 0.175297 0.13004 -0.116108
22 383 29.1931 -0.175297 -0.148297 0.0916491
344 55 29.1995 0.17564 0.130701 -0.116209
16 383 29.1995 -0.17564 -0.148996 0.0915822
34 383 29.2259 -0.174185 -0.146657 0.0919355
344 73 29.2259 0.174185 0.128505 -0.115961
344 39 29.2615 0.17538 0.131238 -0.116656
0 383 29.2616 -0.17538 -0.149579 0.0919677
6 383 29.2664 -0.176298 -0.150227 0.0916594
344 45 29.2664 0.176298 0.131822 -0.116586
97 288 102.683 0.125292 0.183122 0.0412051
249 136 102.683 -0.125292 -0.176537 -0.0637658
350 184 508.321 0.206318 0.150642 -0.226582
145 389 508.321 -0.206318 -0.193865 0.190916
#motionIndex
5 6
#motionName
jump swordplay
#numFrames
410 2251
#minListSize
95
#i j distance theta x0 z0
115 215 284.135 0.90373 -0.305767 -0.528222
86 1210 286.184 1.37496 0.104679 -0.457652
98 1155 298.587 1.18284 -0.0693158 -0.442223
106 457 306.364 0.587489 -0.491646 -0.673413
75 2099 309.702 1.26517 0.0295785 -0.478046
4 2099 314.079 1.28615 0.037226 -0.484922
19 2099 314.207 1.28549 0.037747 -0.4852
108 677 345.554 -0.044763 -0.620187 -1.00321
282 2101 349.825 1.2842 -0.0190999 -0.524952
0 1153 362.553 1.07721 -0.129972 -0.495617
349 1212 363.87 1.4321 0.0929692 -0.59845
356 2102 367.921 1.24107 -0.0261084 -0.606701
279 1214 369.598 1.40063 0.0593959 -0.518717
101 1981 381.177 0.0207561 -0.587567 -0.987559
140 1213 400.662 1.31067 0.0619561 -0.376542
262 255 404.072 0.946191 -0.355436 -0.577704
8 452 405.219 0.704489 -0.464608 -0.658122
89 990 417.88 0.0726387 -0.628111 -0.958577
334 1152 421.882 1.16051 -0.132103 -0.586807
7 206 442.098 1.01331 -0.269142 -0.565576
261 499 447.888 0.660569 -0.542952 -0.706175
8 668 449.033 0.142001 -0.63316 -0.919508
112 1853 464.999 1.22262 -0.0161612 -0.461673
361 261 467.256 1.21415 -0.211088 -0.604782
144 2096 469.218 1.26212 0.0274701 -0.386246
252 462 472.524 0.767918 -0.507514 -0.63647
4 1976 473.095 -0.0898914 -0.599653 -1.10235
1 1976 473.104 -0.0904351 -0.599716 -1.10266
251 1155 473.686 1.12243 -0.160988 -0.500805
99 923 478.701 -0.132633 -0.595626 -1.05756
370 451 486.637 1.07398 -0.351632 -0.61733
361 504 487.492 0.997929 -0.398924 -0.647339
262 724 489.852 0.23414 -0.682016 -0.902183
138 994 498.19 -0.229708 -0.588956 -1.09299
370 994 516.156 0.653637 -0.563186 -0.7292
370 730 516.32 0.656045 -0.561038 -0.744375
250 676 516.79 0.267642 -0.685786 -0.848502
6 920 522.492 0.220628 -0.602253 -0.860947
257 988 524.465 0.213076 -0.690616 -0.893676
370 667 528.541 0.562642 -0.588041 -0.766672
359 206 533.201 1.25708 -0.198824 -0.619168
370 206 533.392 1.29482 -0.177251 -0.619496
283 1969 542.284 -0.155241 -0.658401 -1.19084
252 1986 547.217 0.256857 -0.626424 -0.889977
326 1977 559.242 0.102445 -0.649308 -1.07143
317 1975 559.518 0.0393437 -0.653937 -1.1038
0 1820 575.751 1.72288 0.302304 -0.57282
370 918 588.863 0.644662 -0.53172 -0.731232
252 931 611.109 0.0419815 -0.692219 -0.973312
299 2250 617.665 0.601189 -0.387069 -0.64693
66 2250 620.416 0.548634 -0.364772 -0.60007
0 2250 622.614 0.542006 -0.369112 -0.605711
359 2250 623.163 0.580076 -0.386513 -0.714216
355 2250 623.172 0.57221 -0.390593 -0.714741
296 1811 642.002 1.69993 0.261489 -0.633482
339 1818 658.409 1.53318 0.195787 -0.647694
301 1724 679.891 0.0343839 -0.64285 -0.972625
70 1724 683.413 -0.0818045 -0.602853 -0.977441
0 1724 691.041 -0.102158 -0.604003 -0.995728
361 1723 706.4 0.111933 -0.632629 -0.975495
370 1722 706.534 0.123558 -0.630573 -0.97325
254 1858 718.128 0.997056 -0.206882 -0.570047
256 1864 718.733 0.903908 -0.286722 -0.596555
158 2250 737.397 0.416611 -0.428124 -0.576137
159 39 755.995 0.348098 -0.44366 -0.60055
156 1790 757.558 1.57039 0.216965 -0.455355
157 1719 786.274 -0.512043 -0.563344 -1.17129
296 39 813.945 0.534156 -0.406479 -0.661012
361 39 834.41 0.523666 -0.400004 -0.729656
64 39 841.306 0.479709 -0.382564 -0.620822
0 39 844.072 0.467928 -0.388408 -0.628247
158 1527 868.049 1.77181 0.349227 -0.503919
237 2250 899.929 0.767175 -0.338751 -0.529796
72 1532 903.921 1.75469 0.364203 -0.580321
295 1529 907.733 1.71986 0.310211 -0.637474
0 1532 908.597 1.73957 0.356665 -0.581615
29 1532 911.819 1.74436 0.359914 -0.583285
66 1586 914.847 1.38528 0.107274 -0.509959
0 1587 917.635 1.38239 0.0997161 -0.511128
33 1587 919.701 1.3872 0.103453 -0.511562
158 1596 931.077 1.26477 -0.0143295 -0.406713
295 1591 937.803 1.24614 -0.0180899 -0.567432
348 1592 964.333 1.0751 -0.0900649 -0.637724
240 1729 981.063 0.323154 -0.607834 -0.738051
237 1688 981.581 0.115281 -0.702117 -0.796594
161 1406 1027.89 -0.86672 -0.472114 -1.3767
64 1386 1174.73 -0.438389 -0.63745 -1.18336
299 1391 1176.36 -0.308098 -0.697857 -1.16077
0 1386 1179.25 -0.444093 -0.63816 -1.18943
370 1385 1181.96 -0.0879071 -0.706549 -1.05947
237 39 1231.23 0.710945 -0.355219 -0.540756
239 1529 1275.79 1.51494 0.212974 -0.541032
237 1588 1276.16 1.32813 0.0157923 -0.523041
225 1370 1283.77 0.420581 -0.630263 -0.565552
223 1437 1446.76 0.294661 -0.631279 -0.715394
#motionIndex
5 7
#motionName
jump martialArts
#numFrames
410 3261
#minListSize
186
#i j distance theta x0 z0
77 3240 45.076 -0.0708289 -0.135033 0.969837
78 3251 45.0772 -0.0733354 -0.140272 0.969928
38 3233 47.6146 -0.0890284 -0.169602 0.956062
46 3233 47.6187 -0.0866946 -0.164995 0.956687
42 3233 47.6214 -0.0878881 -0.167343 0.95635
7 3231 47.7914 -0.0919801 -0.176476 0.955439
82 39 53.2198 -0.0346825 0.172965 1.16126
297 3200 57.47 0.126656 0.204188 0.894995
49 39 58.6185 -0.057727 0.124403 1.14881
43 39 58.6253 -0.0595505 0.120481 1.14877
38 39 58.6295 -0.0609891 0.117357 1.14881
339 39 60.1634 0.107907 0.431604 1.00085
287 39 68.8696 0.134907 0.4773 1.05107
90 263 70.4055 -0.0360731 0.170252 1.15601
256 260 91.5316 -0.0848172 0.00423082 1.12164
257 211 93.9189 -0.0703387 0.0310229 1.12412
288 618 363.215 0.637392 1.77995 0.690376
92 1562 389.11 2.39406 -1.03731 -0.397009
104 958 399.132 1.04414 1.88972 0.084009
272 2025 402.62 4.21867 1.26882 -0.202724
80 620 405.857 0.493974 1.55741 0.985682
254 952 409.952 0.994494 1.76556 0.117144
278 1563 413.139 2.60485 -0.970308 -0.2413
255 897 414.937 0.875417 1.65126 0.312961
16 620 416.661 0.468759 1.50716 1.01016
280 893 416.727 1.03242 1.85546 0.00979458
257 2979 419.48 1.91157 1.41839 -2.04652
7 1562 423.807 2.47767 -0.992461 -0.332873
29 1562 423.856 2.47798 -0.991108 -0.332739
32 1562 423.859 2.47874 -0.99054 -0.331935
17 1562 423.894 2.4765 -0.992623 -0.334332
128 963 426.385 1.04579 1.8954 0.120145
94 2027 427.139 3.98989 1.09601 0.116383
284 2738 428.036 2.14749 1.14562 -2.31816
98 893 428.959 0.839352 1.68353 0.418521
102 2972 433.304 1.90759 1.4843 -1.98311
370 2732 439.058 2.14241 1.17461 -2.3973
93 2756 440.838 1.96921 1.4126 -2.03569
139 2986 447.313 1.61946 1.73054 -1.47628
270 2856 457.784 2.07404 1.23074 -2.2619
33 2026 463.599 4.08255 1.1975 -0.0120858
7 2026 463.668 4.08032 1.19411 -0.00938776
99 2543 463.715 4.45755 -1.08129 -1.67883
19 2026 463.963 4.0808 1.19524 -0.0101466
306 2502 469.468 4.58801 -1.24413 -1.60903
370 892 469.509 1.06553 1.91479 -0.147652
296 2547 471.039 4.59698 -1.22079 -1.61085
366 1561 477.956 2.66619 -0.874686 -0.27356
1 2741 479.791 1.98539 1.39193 -2.07676
7 892 480.231 0.870267 1.72538 0.33126
98 565 491.131 0.846367 2.34198 0.34076
370 953 503.887 1.19129 1.97767 -0.367976
370 2920 507.045 2.13391 1.17529 -2.44373
370 2976 508.797 2.06868 1.26404 -2.37249
138 2028 510.821 3.83248 0.902278 0.330435
89 2427 514.326 -1.48269 -1.3465 -0.990617
370 2025 517.807 4.30859 1.36156 -0.42371
138 1565 523.777 2.21979 -1.15158 -0.544282
1 2923 529.65 1.97649 1.40163 -2.11581
1 2972 530.846 1.93639 1.44917 -2.06565
4 2972 530.849 1.93597 1.4498 -2.06512
298 1667 542.159 0.771843 -0.0654459 -2.62259
8 2426 545.229 -1.37449 -1.3432 -0.856779
17 2426 545.55 -1.37514 -1.34275 -0.857879
307 1776 547.131 3.84055 1.00498 0.23103
0 565 548.519 0.72941 2.17777 0.560701
31 565 549.021 0.730886 2.18158 0.557275
291 2422 555.098 -1.11911 -1.29483 -0.552909
132 2550 557.483 4.53279 -1.14257 -1.53325
286 1842 560.953 -0.423804 0.248716 -2.76811
370 2424 569.253 -1.14967 -1.30359 -0.674632
83 1773 579.343 3.69319 0.812145 0.459456
146 618 583.005 0.49536 1.55678 1.07496
277 1927 584.059 -0.485375 0.295223 -2.79239
254 1931 584.751 -0.623414 0.535736 -2.71588
317 2638 587.703 0.846881 1.37295 0.0341764
82 2637 590.417 0.753925 1.29856 0.260152
0 1772 591.116 3.54904 0.590319 0.536481
97 1934 594.253 -0.6762 0.695123 -2.6375
280 2367 596.237 1.52394 1.2144 -1.0756
0 2637 602.303 0.654427 1.17202 0.361818
92 1839 612.445 -0.651742 0.700514 -2.58808
278 797 620.745 2.53139 0.705972 -3.3966
256 1848 620.799 -0.588688 0.505554 -2.68671
300 2078 622.332 2.37202 -0.777477 -0.501759
286 708 624.682 2.72152 0.242666 -3.46472
255 796 629.289 2.42939 0.934744 -3.29204
98 2366 630.054 1.52206 1.26724 -0.99954
370 1839 630.223 -0.433669 0.295134 -2.84479
297 461 635.794 3.98544 -1.21894 -2.81282
91 1674 643.809 0.64402 0.167191 -2.53305
298 369 645.108 3.89529 -1.03743 -2.88104
138 1939 649.197 -0.847882 0.980897 -2.4373
1 1840 651.818 -0.630133 0.65881 -2.63115
1 1846 651.924 -0.620324 0.625935 -2.65189
17 1846 652.48 -0.619777 0.625859 -2.65249
139 2368 653.075 1.53908 1.25585 -0.950989
1 1922 655.303 -0.609195 0.566891 -2.70896
370 1919 661.393 -0.381532 0.128889 -2.90888
88 1615 662.766 0.64362 0.135324 -2.47717
252 712 668.686 2.54461 0.649788 -3.35911
95 794 671.939 2.42464 1.00265 -3.24353
91 707 672.667 2.50018 0.830826 -3.28184
254 741 673.008 2.56126 0.581893 -3.39268
144 2430 673.026 4.58524 -1.32022 -1.22459
370 705 674.381 2.72124 0.270791 -3.54724
0 1670 676.434 0.562732 0.305314 -2.54383
15 1670 676.618 0.561895 0.307449 -2.54394
39 1670 676.971 0.565009 0.303471 -2.54465
298 2237 684.112 2.2262 0.843029 -1.76063
0 2371 687.456 1.35038 1.25983 -0.818735
145 1854 689.158 -0.803252 0.902639 -2.4379
30 1620 689.462 0.538344 0.314878 -2.4959
16 1620 689.553 0.537254 0.315862 -2.49564
22 1620 689.58 0.53755 0.315747 -2.49572
0 1621 689.605 0.534797 0.321884 -2.49684
10 1621 689.617 0.534017 0.323608 -2.49683
148 2634 691.598 0.712112 1.20996 0.40433
1 706 701.928 2.51931 0.785283 -3.31961
94 363 701.946 3.84035 -0.912647 -2.82325
370 790 702.678 2.66135 0.389203 -3.56046
143 803 714.79 2.17077 1.58048 -2.84741
95 458 715.165 3.82169 -0.851026 -2.90154
0 789 720.043 2.46214 0.897468 -3.30959
145 1776 739.961 3.70986 0.859642 0.526696
88 2165 742.578 3.81658 -0.215003 -1.05017
2 466 751.679 3.83176 -0.917058 -2.90936
16 466 751.811 3.83112 -0.915051 -2.91027
43 466 752.457 3.83527 -0.922165 -2.9061
145 754 753.078 2.33298 1.1668 -3.08778
93 2235 754.195 2.11563 0.95669 -1.56988
93 2228 755.126 2.12557 0.922512 -1.56474
16 364 758.247 3.72271 -0.679161 -2.95914
0 365 758.495 3.71582 -0.661818 -2.96675
288 2165 761.626 4.13207 -0.287189 -1.0262
1 2165 782.729 3.88413 -0.225536 -1.05158
29 2165 783.383 3.88477 -0.224135 -1.05167
250 2078 791.935 2.05352 -0.918509 -0.72623
144 1515 792.751 -1.52476 1.01267 -0.821325
35 2234 798.186 2.02083 1.01008 -1.51082
0 2234 798.279 2.01908 1.00937 -1.50888
16 2234 798.329 2.01884 1.01035 -1.50899
22 2234 798.33 2.01922 1.01048 -1.50935
10 2234 798.358 2.01836 1.01028 -1.50839
366 2164 801.543 4.1243 -0.257847 -1.09893
143 1690 805.195 0.824496 -0.20639 -2.42878
140 462 817.425 3.92455 -1.07933 -2.71794
144 2097 855.622 2.23356 -0.648373 -0.560221
136 372 863.651 3.83817 -0.885467 -2.78264
251 2164 874.273 3.91947 -0.279251 -1.04219
304 1160 890.744 -0.91162 -1.05953 -0.2634
307 1209 891.435 -1.13646 -1.02995 -0.605766
147 2171 894.876 3.57348 -0.22651 -1.12357
136 2308 903.318 2.17659 0.957844 -1.59492
140 2234 903.927 2.1486 0.921476 -1.52357
82 1155 904.361 -0.946964 -1.07416 -0.191482
90 1129 916.417 0.546456 0.896821 0.497607
16 1156 924.418 -1.03182 -1.12764 -0.310402
86 1213 938.086 -1.20048 -0.998747 -0.582361
1 1127 959.22 0.73134 1.16104 0.313942
0 1210 963.685 -1.27884 -1.03763 -0.684407
284 1114 972.239 1.20317 1.72381 -0.339175
85 1317 988.214 -0.310131 0.181454 -1.14914
305 1401 993.845 -1.05576 0.773813 -1.38437
365 1121 1005.54 1.14982 1.62349 -0.350055
87 1284 1005.61 0.316352 0.195678 -0.678027
1 1318 1024.59 -0.439291 0.213022 -1.16438
349 1323 1024.9 -0.519495 0.231018 -1.33193
353 1323 1025.02 -0.510086 0.229478 -1.33644
303 1329 1030.95 -0.703097 0.323535 -1.30656
252 1124 1046.99 0.773776 1.18402 0.275108
86 1401 1048.72 -1.16948 0.849988 -1.20477
1 1284 1052.07 0.3669 0.205419 -0.704404
34 1400 1070.84 -1.21029 0.859317 -1.19174
0 1400 1071.26 -1.21165 0.857969 -1.19037
149 1149 1077.58 -0.74113 -0.946712 0.15667
144 1134 1077.65 0.238036 0.390412 0.701332
291 1287 1080.25 0.596609 0.186446 -0.835475
359 1286 1080.38 0.640226 0.214925 -0.899494
148 1275 1106.84 0.0268916 0.108474 -0.428784
150 1317 1146.59 -0.412693 0.186901 -1.05412
146 1233 1161.82 -1.07583 -0.82743 -0.407705
150 1208 1168.94 -1.29159 -1.06302 -0.597105
248 1219 1183.23 -1.37773 -1.07352 -0.808889
252 1315 1233.09 -0.265047 0.100523 -1.15543
148 1413 1247.46 -1.17809 0.841768 -1.11544
#motionIndex
6 0
#motionName
swordplay rest
#numFrames
2251 799
#minListSize
430
#i j distance theta x0 z0
1164 336 289.589 3.29248 -1.52963 0.110838
208 409 292.999 3.48638 -1.37743 0.691658
208 587 294.887 3.48526 -1.37101 0.688624
208 581 294.894 3.48637 -1.37009 0.690956
208 525 295.373 3.48919 -1.36807 0.698955
208 533 295.506 3.49071 -1.36678 0.701715
208 556 295.619 3.4905 -1.36683 0.700398
208 542 295.668 3.49128 -1.3663 0.702518
207 39 296.498 3.51033 -1.36142 0.714154
1165 54 299.017 3.20665 -1.5401 -0.0783475
1165 51 299.021 3.20553 -1.54003 -0.0807612
432 39 299.849 3.73042 -1.10758 1.16836
432 43 299.955 3.73222 -1.10557 1.17162
207 111 300.829 3.51137 -1.36389 0.720852
