#numMotions
8
#motionIndex
0 0
#motionName
rest rest
#numFrames
799 799
#minListSize
138
#i j distance theta x0 z0
423 1643 967.781 2.53177 -3.37116 0.680965
426 1644 967.81 2.52538 -3.37984 0.676543
631 1643 967.863 2.51224 -3.38467 0.649363
412 1949 967.871 1.88758 -2.8483 -0.44809
634 1643 967.919 2.51099 -3.38582 0.647682
124 1643 968.019 2.38316 -3.46626 0.449446
450 1644 969.351 2.53374 -3.37166 0.687669
7 427 969.507 3.28288 -1.55707 0.316367
454 1644 969.547 2.53456 -3.37078 0.688627
463 1644 969.568 2.53457 -3.3702 0.688261
558 427 969.571 3.36824 -1.52669 0.299536
554 427 969.574 3.36769 -1.52676 0.299897
136 1643 969.619 2.38348 -3.46663 0.450694
599 427 969.748 3.36909 -1.52808 0.298732
588 427 969.748 3.36922 -1.52746 0.29877
573 427 969.79 3.36878 -1.52698 0.29913
577 427 969.791 3.36894 -1.5271 0.299044
569 427 969.811 3.36884 -1.5268 0.299115
582 427 969.847 3.36925 -1.52721 0.298834
592 427 969.854 3.36907 -1.52768 0.298796
604 427 969.937 3.3688 -1.5285 0.29889
543 427 969.949 3.36549 -1.52728 0.30138
505 427 970.226 3.36296 -1.52825 0.30487
499 427 970.502 3.3647 -1.52774 0.304237
531 427 970.51 3.36287 -1.52815 0.303357
522 427 970.519 3.36157 -1.52859 0.304654
513 427 970.567 3.36144 -1.52869 0.305262
488 427 970.631 3.36884 -1.52663 0.302454
493 427 970.789 3.36672 -1.52715 0.303429
264 426 971.359 3.19156 -1.60228 0.365724
254 427 971.741 3.19695 -1.59543 0.367721
471 427 972.083 3.37588 -1.52507 0.299347
463 427 972.682 3.37749 -1.52499 0.298844
253 1949 973.57 1.71088 -2.76127 -0.60124
4 1949 973.633 1.79216 -2.7995 -0.552824
456 427 973.712 3.37764 -1.52537 0.29907
264 1949 973.827 1.71045 -2.76075 -0.600925
374 427 974.445 3.36472 -1.53464 0.300063
362 427 974.479 3.34162 -1.54325 0.310634
368 427 974.543 3.35382 -1.53867 0.305006
759 1949 975.537 1.82238 -2.82022 -0.520324
671 427 975.546 3.34399 -1.5425 0.310255
743 1949 975.577 1.82382 -2.82265 -0.515688
657 427 975.694 3.35005 -1.5393 0.307777
663 427 975.756 3.34758 -1.54066 0.308793
348 427 975.861 3.30852 -1.55579 0.326132
751 1949 975.884 1.82359 -2.82177 -0.517705
264 391 976.022 2.7415 -1.95405 0.322354
267 391 976.121 2.74196 -1.95389 0.322507
332 427 976.493 3.26826 -1.57119 0.344112
254 391 976.569 2.74167 -1.95422 0.321793
319 427 977.006 3.2364 -1.58318 0.357297
403 427 977.418 3.37899 -1.529 0.297091
412 427 978.116 3.37431 -1.53012 0.300463
708 427 978.224 3.32417 -1.55074 0.316619
759 427 978.285 3.31182 -1.55257 0.311313
92 427 978.478 3.25396 -1.57485 0.333024
83 427 978.518 3.25774 -1.57271 0.330833
714 427 978.522 3.3205 -1.55213 0.317378
7 392 978.99 2.82617 -1.91466 0.303748
72 427 979.044 3.26473 -1.56897 0.32709
744 427 979.058 3.31312 -1.55378 0.313946
111 427 979.162 3.2521 -1.5768 0.334787
68 427 979.267 3.26679 -1.56779 0.325963
115 427 979.362 3.25182 -1.57711 0.335159
606 391 980.068 2.88763 -1.89976 0.317659
599 391 980.081 2.88814 -1.8991 0.317587
174 427 980.172 3.23904 -1.58387 0.34443
182 427 980.247 3.23672 -1.58471 0.345784
191 427 980.26 3.23077 -1.5869 0.348991
588 391 980.268 2.88814 -1.89853 0.317685
592 391 980.289 2.88809 -1.89872 0.317646
505 391 980.309 2.88239 -1.89924 0.321413
186 427 980.311 3.2344 -1.58556 0.347044
558 391 980.351 2.887 -1.89784 0.318104
578 391 980.361 2.88777 -1.89826 0.317849
499 391 980.381 2.88386 -1.8988 0.321449
573 391 980.403 2.88756 -1.89811 0.317896
582 391 980.409 2.88801 -1.89834 0.317774
569 391 980.467 2.88752 -1.89797 0.317911
488 391 980.53 2.88705 -1.89797 0.321295
193 1949 980.536 1.73568 -2.78009 -0.58678
198 1949 980.588 1.73226 -2.7781 -0.588971
493 391 980.631 2.88545 -1.89834 0.321435
542 391 980.775 2.88438 -1.89841 0.318961
513 391 980.777 2.88106 -1.89963 0.321224
182 1949 980.789 1.74142 -2.78342 -0.583202
620 391 980.942 2.88541 -1.90164 0.31794
522 391 980.994 2.88123 -1.89951 0.320659
174 1949 981.068 1.74349 -2.7846 -0.581968
207 1949 981.112 1.72621 -2.77427 -0.592756
531 391 981.117 2.88247 -1.89907 0.319849
207 426 981.263 3.21155 -1.59891 0.353821
101 883 981.89 1.9852 -2.87878 -0.564384
93 883 982.229 1.98692 -2.87908 -0.563266
110 883 982.277 1.98305 -2.87826 -0.565808
101 1949 982.303 1.75613 -2.78873 -0.576714
116 1949 982.342 1.75506 -2.78902 -0.57672
105 1949 982.344 1.75556 -2.78869 -0.576947
111 1949 982.352 1.75526 -2.78887 -0.576868
93 1949 982.551 1.75762 -2.78893 -0.575931
124 1949 982.736 1.75586 -2.78979 -0.575668
83 1949 982.777 1.76122 -2.79007 -0.573716
72 1949 982.977 1.76766 -2.79236 -0.569362
17 883 983.015 2.02753 -2.89232 -0.530884
68 1949 983.102 1.76983 -2.79307 -0.567884
463 391 983.292 2.89318 -1.89711 0.32115
138 1949 983.372 1.75391 -2.78942 -0.576265
680 391 983.745 2.86205 -1.9146 0.319512
672 391 983.788 2.86542 -1.91302 0.319546
657 391 984.129 2.87098 -1.9099 0.319391
116 1197 986.182 1.82326 -2.64282 0.0348405
105 1197 986.21 1.8228 -2.6423 0.0339272
83 392 986.218 2.7991 -1.93062 0.309359
101 1197 986.24 1.82339 -2.64199 0.0340835
111 1197 986.244 1.82286 -2.64262 0.0342737
92 392 986.245 2.79555 -1.93259 0.310185
707 391 986.27 2.8486 -1.9202 0.318497
198 391 986.275 2.76188 -1.95201 0.316572
193 391 986.279 2.76506 -1.95099 0.315939
352 391 986.323 2.83919 -1.92289 0.321432
356 391 986.376 2.84744 -1.91978 0.320575
100 392 986.431 2.79424 -1.93364 0.310665
182 391 986.554 2.77045 -1.94929 0.314763
128 1197 986.608 1.82455 -2.64324 0.0362972
207 392 986.611 2.7666 -1.94528 0.319728
72 392 986.653 2.80581 -1.92714 0.308142
174 391 986.789 2.77213 -1.94876 0.31429
110 392 986.81 2.79324 -1.93462 0.311245
68 392 986.905 2.80793 -1.92596 0.307746
115 391 987.045 2.78242 -1.94333 0.309831
144 883 987.165 1.97982 -2.87812 -0.566449
375 391 987.661 2.87893 -1.90757 0.317841
382 391 987.835 2.8846 -1.90537 0.318041
390 391 988.09 2.88966 -1.90337 0.318534
488 1168 988.365 2.471 -2.36802 0.278167
483 1168 988.73 2.4734 -2.36744 0.279065
478 1168 988.8 2.47568 -2.36698 0.279962
135 391 988.858 2.78229 -1.94429 0.31102
403 391 988.862 2.88948 -1.90304 0.320474
498 1168 988.863 2.46772 -2.36875 0.276822
505 1168 988.961 2.46663 -2.36898 0.276206
471 1168 989.008 2.47829 -2.36652 0.281081
513 1168 989.282 2.46551 -2.36924 0.27547
759 392 989.323 2.84918 -1.91265 0.309574
412 391 989.383 2.88616 -1.90376 0.321962
463 1168 989.403 2.48021 -2.36637 0.282044
522 1168 989.463 2.46606 -2.369 0.275126
531 1168 989.588 2.46687 -2.36877 0.27474
739 392 989.589 2.84836 -1.91503 0.314054
11 1197 989.618 1.86426 -2.63032 0.0557847
536 1168 989.626 2.46759 -2.36855 0.274637
542 1168 989.735 2.46848 -2.36829 0.274637
551 1168 989.765 2.46952 -2.36817 0.274618
606 1168 989.92 2.46767 -2.37114 0.273349
600 1168 989.937 2.46857 -2.37043 0.273663
592 1168 990.038 2.46919 -2.36976 0.273948
588 1168 990.067 2.46953 -2.36948 0.274118
456 1168 990.124 2.48031 -2.36677 0.28238
578 1168 990.165 2.46965 -2.36903 0.27429
573 1168 990.18 2.4696 -2.36881 0.274298
569 1168 990.241 2.46978 -2.3686 0.274377
582 1168 990.258 2.46974 -2.36917 0.274273
620 1168 990.947 2.46414 -2.37336 0.272095
691 1196 991.347 1.95012 -2.62199 0.128528
685 1196 991.422 1.95351 -2.62113 0.130978
630 1168 992.184 2.45945 -2.37573 0.270449
707 1196 992.415 1.94047 -2.62382 0.120994
641 1168 993.202 2.45329 -2.3787 0.268245
251 1170 993.407 2.24822 -2.44083 0.18875
505 1195 993.562 2.00646 -2.59844 0.165647
498 1195 993.618 2.00796 -2.59824 0.166764
264 1899 993.733 1.45848 -2.75085 -0.804178
269 1899 993.78 1.4577 -2.75036 -0.804445
672 1168 993.853 2.43531 -2.38658 0.260896
513 1195 993.936 2.00507 -2.59863 0.16449
254 1899 994.003 1.46117 -2.75307 -0.802701
489 1195 994.079 2.01134 -2.59779 0.168923
663 1168 994.103 2.44006 -2.38449 0.262941
657 1168 994.115 2.44316 -2.38304 0.26425
643 1195 994.529 1.99048 -2.60737 0.153035
634 1195 994.942 1.99597 -2.60547 0.156302
631 1195 994.98 1.99763 -2.60484 0.157263
620 1195 995.001 2.0032 -2.60271 0.160501
608 1195 995.052 2.00653 -2.60108 0.162445
417 1168 995.116 2.4654 -2.375 0.277072
614 1195 995.126 2.00524 -2.60179 0.161701
624 1195 995.135 2.00132 -2.60341 0.159425
531 1195 995.162 2.00601 -2.5984 0.163822
536 1195 995.317 2.00652 -2.59831 0.163758
551 1195 995.543 2.00786 -2.59827 0.163829
592 1195 995.613 2.00768 -2.5998 0.163171
588 1195 995.673 2.00777 -2.59961 0.16327
575 1195 995.712 2.00747 -2.59912 0.163238
578 1195 995.719 2.00762 -2.59923 0.163304
582 1195 995.829 2.00771 -2.59939 0.163311
743 1196 995.97 1.92364 -2.6257 0.10296
564 1195 996.001 2.00783 -2.59864 0.163511
381 1168 996.049 2.45663 -2.37928 0.26918
375 1168 996.134 2.45113 -2.38112 0.26647
759 1196 996.259 1.92096 -2.62438 0.0978417
362 1168 996.638 2.42805 -2.38872 0.257423
394 1168 996.846 2.46527 -2.37624 0.274115
463 1195 997.126 2.02089 -2.59711 0.175127
455 1195 997.616 2.0203 -2.59775 0.175111
450 1195 997.625 2.01892 -2.59841 0.174488
348 1169 997.7 2.38197 -2.40591 0.245814
440 1195 997.731 2.01387 -2.60025 0.17179
444 1195 997.825 2.01623 -2.59942 0.17312
436 1195 997.886 2.01136 -2.60115 0.17035
428 1195 997.891 2.00592 -2.60317 0.167081
432 1195 997.974 2.00856 -2.60215 0.168687
414 1195 998.021 2 -2.60569 0.162874
417 1195 998.071 2.001 -2.60526 0.163681
742 1168 1000.12 2.40072 -2.39719 0.237588
311 1170 1000.91 2.27314 -2.43778 0.205248
757 1169 1000.97 2.38318 -2.40384 0.23337
299 1170 1001.09 2.25416 -2.44137 0.195748
6 1169 1002.22 2.35131 -2.40631 0.212145
198 1170 1003.61 2.26607 -2.44167 0.192604
182 1170 1004.4 2.27798 -2.4391 0.196455
174 1899 1007.31 1.48218 -2.77473 -0.792677
507 884 1007.71 2.04082 -2.89875 -0.498618
513 884 1007.76 2.04043 -2.8985 -0.499208
124 1169 1007.87 2.31126 -2.42565 0.201353
120 1169 1007.92 2.31027 -2.42574 0.200766
101 1169 1008.19 2.31104 -2.42452 0.200004
105 1169 1008.2 2.31037 -2.42495 0.199939
111 1169 1008.21 2.3102 -2.42533 0.200177
93 1169 1008.45 2.31355 -2.42328 0.200672
573 884 1008.48 2.05171 -2.90436 -0.491694
577 884 1008.5 2.05202 -2.90468 -0.491423
136 1169 1008.52 2.30789 -2.42711 0.200711
582 884 1008.67 2.05268 -2.90519 -0.490886
587 884 1008.74 2.05342 -2.90571 -0.490283
559 884 1008.8 2.05104 -2.90362 -0.492176
101 1899 1008.96 1.48695 -2.77591 -0.793656
12 1899 1008.96 1.51796 -2.7912 -0.773645
592 884 1009 2.05369 -2.90603 -0.490094
92 1899 1009.07 1.48789 -2.77598 -0.793372
110 1899 1009.4 1.48658 -2.77617 -0.793478
536 884 1009.43 2.04478 -2.90042 -0.496888
542 884 1009.55 2.04646 -2.90119 -0.495695
604 884 1009.61 2.05325 -2.90656 -0.490529
685 884 1009.67 2.03751 -2.9052 -0.505561
680 884 1009.75 2.03793 -2.90514 -0.50493
620 884 1010.65 2.05105 -2.90681 -0.49246
64 1169 1010.86 2.32996 -2.41641 0.205737
642 884 1011.22 2.04146 -2.90446 -0.500908
630 884 1011.31 2.04603 -2.90544 -0.496889
634 884 1011.41 2.04417 -2.90499 -0.498516
50 1899 1013.79 1.50895 -2.78767 -0.77952
488 1561 1013.8 2.05692 -3.07163 -0.133814
479 1561 1014.1 2.06144 -3.07244 -0.128908
498 1561 1014.16 2.05335 -3.07098 -0.137777
471 1561 1014.47 2.06448 -3.07313 -0.12547
505 1561 1014.49 2.05172 -3.07072 -0.139736
463 1561 1015.06 2.06622 -3.07375 -0.123337
742 884 1015.45 2.03418 -2.9029 -0.517812
759 883 1015.65 2.0577 -2.91191 -0.496364
558 1561 1015.68 2.05215 -3.0711 -0.142138
551 1561 1015.69 2.05234 -3.07092 -0.141735
456 1561 1015.79 2.06673 -3.07422 -0.12249
463 884 1015.81 2.04086 -2.90076 -0.497707
569 1561 1016 2.05164 -3.07138 -0.142827
536 1561 1016.02 2.0515 -3.07059 -0.141904
436 884 1016.02 2.03777 -2.90125 -0.499549
542 1561 1016.02 2.05183 -3.07065 -0.141876
531 1561 1016.08 2.05107 -3.07053 -0.141994
440 884 1016.13 2.03839 -2.9012 -0.499059
407 883 1016.19 2.0448 -2.90746 -0.490831
428 884 1016.23 2.03621 -2.90136 -0.500945
445 884 1016.27 2.03901 -2.90111 -0.498621
413 884 1016.29 2.03264 -2.90103 -0.504887
450 884 1016.39 2.03965 -2.90107 -0.498257
455 884 1016.44 2.03969 -2.90074 -0.498421
582 1561 1016.54 2.05068 -3.07186 -0.143954
587 1561 1016.59 2.05011 -3.07201 -0.144625
406 1561 1016.59 2.0562 -3.07739 -0.134761
592 1561 1016.79 2.0494 -3.07216 -0.145447
599 1561 1016.84 2.04839 -3.07248 -0.146582
606 1561 1016.92 2.04693 -3.07281 -0.14813
394 1561 1017 2.05378 -3.07769 -0.139103
429 1561 1017.83 2.06013 -3.07588 -0.128925
663 1561 1022.26 2.02043 -3.07439 -0.176561
670 1561 1022.4 2.01675 -3.07443 -0.180661
685 1900 1023.83 1.59028 -2.84412 -0.695327
708 1900 1024.97 1.57788 -2.83642 -0.70776
714 1900 1025.1 1.5739 -2.83383 -0.711975
759 1900 1025.58 1.56239 -2.82343 -0.731454
745 1900 1026.24 1.5624 -2.82508 -0.728452
643 1900 1027.27 1.60754 -2.85251 -0.679632
620 1900 1027.61 1.61638 -2.85606 -0.672309
608 1900 1027.63 1.61769 -2.85597 -0.67125
624 1900 1027.81 1.6151 -2.85556 -0.673346
599 1900 1028.02 1.61749 -2.85523 -0.671443
588 1900 1028.44 1.61706 -2.85439 -0.671718
248 1560 1028.48 1.86811 -3.0358 -0.345871
582 1900 1028.71 1.61682 -2.85401 -0.671846
578 1900 1028.77 1.6166 -2.8537 -0.67198
559 1900 1029.08 1.61586 -2.85257 -0.672458
505 1900 1029.43 1.61377 -2.85091 -0.671364
513 1900 1029.62 1.61182 -2.84959 -0.673347
542 1900 1029.75 1.6136 -2.85073 -0.67377
521 1900 1029.78 1.61124 -2.84919 -0.674319
500 1900 1029.82 1.61542 -2.85201 -0.669789
531 1900 1030.05 1.61217 -2.84979 -0.674292
740 1561 1031.03 1.98587 -3.07016 -0.223119
4 1560 1031.13 1.94569 -3.05132 -0.279622
759 1561 1031.14 1.98304 -3.06771 -0.230309
208 1560 1034.19 1.88034 -3.04361 -0.336023
198 1560 1034.36 1.88673 -3.04608 -0.330347
463 1900 1034.83 1.62756 -2.86125 -0.658714
456 1900 1035.61 1.62742 -2.86159 -0.658534
450 1900 1035.94 1.62672 -2.86158 -0.658892
412 1900 1035.99 1.61876 -2.85991 -0.666171
445 1900 1036.18 1.62561 -2.86125 -0.659633
440 1900 1036.33 1.62442 -2.86088 -0.660541
436 1900 1036.49 1.62308 -2.8604 -0.661621
427 1900 1036.83 1.62011 -2.8595 -0.664176
423 1900 1036.94 1.61922 -2.85932 -0.665059
101 1560 1038.84 1.90996 -3.05031 -0.312436
110 1560 1039.07 1.90935 -3.05069 -0.312616
93 1560 1039.21 1.91155 -3.05014 -0.311165
115 1560 1039.3 1.90918 -3.0509 -0.312469
311 323 1054.61 3.29459 -2.09531 0.638737
314 323 1054.68 3.29926 -2.09237 0.639394
272 323 1055.33 3.28743 -2.09667 0.633949
384 323 1055.6 3.4368 -1.99752 0.646358
505 323 1055.73 3.43769 -1.98996 0.6493
499 323 1055.79 3.43986 -1.98854 0.649465
559 323 1056.12 3.43805 -1.99008 0.646412
572 323 1056.24 3.43713 -1.99114 0.646285
608 323 1056.24 3.43047 -1.99771 0.646074
577 323 1056.25 3.4364 -1.99187 0.646277
569 323 1056.26 3.43751 -1.99075 0.646296
488 324 1056.31 3.43558 -1.98695 0.64368
513 323 1056.31 3.43588 -1.99111 0.648992
588 323 1056.34 3.43457 -1.99362 0.646143
599 323 1056.36 3.43228 -1.99582 0.646051
582 323 1056.4 3.43554 -1.9927 0.646217
592 323 1056.49 3.43385 -1.9943 0.646103
620 323 1056.89 3.42736 -2.0008 0.646137
543 323 1057 3.43679 -1.99053 0.646994
531 323 1057.48 3.43572 -1.99121 0.647752
358 323 1057.91 3.39632 -2.02641 0.644883
344 323 1058.19 3.36687 -2.04703 0.644417
348 323 1058.28 3.37517 -2.04125 0.644638
471 324 1058.33 3.44121 -1.98395 0.643825
463 324 1058.81 3.44149 -1.98425 0.644078
456 324 1059.35 3.44118 -1.9849 0.644381
450 324 1059.53 3.44078 -1.9856 0.644635
440 324 1059.61 3.43924 -1.98737 0.644988
445 324 1059.65 3.43992 -1.98653 0.644861
436 324 1059.75 3.43833 -1.98832 0.645067
428 324 1060.05 3.43685 -1.99017 0.645094
670 323 1060.45 3.40193 -2.02247 0.645662
657 323 1060.75 3.40876 -2.01672 0.646066
198 323 1066.9 3.2989 -2.09431 0.629602
11 323 1067.05 3.34612 -2.05305 0.622344
15 323 1067.12 3.34298 -2.05542 0.622369
478 1247 1069.33 2.07255 -2.76451 0.170938
488 1247 1069.34 2.06709 -2.76522 0.166678
471 1247 1069.41 2.0753 -2.76431 0.173196
482 1247 1069.42 2.07032 -2.76478 0.169175
463 1247 1069.76 2.07684 -2.76445 0.174631
111 323 1070.24 3.31034 -2.08534 0.624726
105 323 1070.33 3.31114 -2.08446 0.62448
101 323 1070.34 3.31211 -2.08353 0.624343
115 323 1070.36 3.30995 -2.08582 0.624945
498 1247 1070.46 2.06308 -2.76574 0.163467
608 1246 1070.65 2.06693 -2.7638 0.166208
601 1246 1070.79 2.0684 -2.76296 0.167322
505 1246 1071.04 2.0691 -2.76065 0.171121
588 1246 1071.17 2.07013 -2.76188 0.168738
558 1246 1071.23 2.07092 -2.76058 0.169649
573 1246 1071.25 2.07082 -2.76108 0.169422
554 1246 1071.27 2.07074 -2.76049 0.169615
578 1246 1071.28 2.07065 -2.76135 0.169267
569 1246 1071.3 2.07103 -2.76088 0.169591
582 1246 1071.38 2.07051 -2.76156 0.169102
564 1246 1071.48 2.07094 -2.76074 0.169563
620 1247 1071.61 2.05607 -2.77068 0.154677
513 1246 1071.63 2.06813 -2.76075 0.170063
542 1246 1071.67 2.06993 -2.76039 0.169496
531 1246 1071.94 2.06916 -2.7605 0.169612
521 1246 1072.04 2.06826 -2.76067 0.169687
136 323 1072.62 3.31074 -2.08621 0.626273
743 323 1073.89 3.37273 -2.04281 0.634648
387 1247 1074.1 2.05539 -2.77418 0.154756
390 1247 1074.13 2.0576 -2.77369 0.156868
759 323 1074.54 3.37594 -2.03876 0.631325
407 1247 1075.05 2.06238 -2.77201 0.16302
417 1247 1075.09 2.06314 -2.77121 0.164632
413 1247 1075.13 2.06236 -2.77165 0.163735
58 323 1075.56 3.3322 -2.06617 0.623283
264 1796 1076.46 1.12224 -3.23634 -0.956678
269 1796 1076.49 1.12265 -3.2368 -0.955839
663 1246 1076.77 2.0405 -2.77365 0.145918
670 1246 1076.77 2.03685 -2.77487 0.142944
666 1246 1076.82 2.03896 -2.7742 0.144666
251 1246 1083.04 1.86935 -2.79183 0.00510789
192 1796 1085.58 1.14206 -3.25988 -0.937317
197 1796 1085.62 1.13913 -3.25714 -0.940536
182 1796 1085.88 1.14603 -3.26365 -0.93313
174 1796 1086.07 1.14712 -3.26471 -0.932142
745 1246 1086.88 2.0031 -2.78087 0.106184
264 938 1086.92 1.21385 -2.21942 -0.852887
269 938 1086.94 1.21537 -2.2207 -0.852223
12 1796 1086.95 1.18506 -3.28762 -0.892698
759 1246 1086.97 1.99996 -2.77979 0.100737
4 1247 1088.1 1.95611 -2.78307 0.0548606
101 1796 1088.15 1.15363 -3.26805 -0.92857
105 1796 1088.16 1.15308 -3.26783 -0.929047
116 1796 1088.17 1.15316 -3.26847 -0.928327
111 1796 1088.17 1.15318 -3.26824 -0.928608
93 1796 1088.34 1.15466 -3.26837 -0.927668
684 1796 1088.73 1.26128 -3.35495 -0.771358
138 1796 1089.12 1.1541 -3.27025 -0.92578
608 1796 1090.51 1.29359 -3.37202 -0.726584
620 1796 1090.51 1.29161 -3.3716 -0.729234
614 1796 1090.71 1.29303 -3.37208 -0.727321
707 1796 1090.76 1.24479 -3.34335 -0.795511
11 939 1090.87 1.28779 -2.2708 -0.843262
631 1796 1090.9 1.28728 -3.36959 -0.735052
642 1796 1090.9 1.2824 -3.36721 -0.741617
634 1796 1090.96 1.28602 -3.36901 -0.736728
54 1796 1091.95 1.17398 -3.2816 -0.905482
588 1796 1091.96 1.29413 -3.37119 -0.725762
58 1796 1091.99 1.17217 -3.28036 -0.907517
578 1796 1092.52 1.29408 -3.37074 -0.725709
182 1247 1092.73 1.89703 -2.79861 0.017892
194 1247 1092.77 1.88898 -2.79889 0.012462
174 1247 1092.8 1.89951 -2.79851 0.0194899
198 1247 1092.8 1.88542 -2.79901 0.0100132
559 1796 1093.14 1.29386 -3.36992 -0.725859
505 1796 1093.33 1.29166 -3.36808 -0.725983
499 1796 1093.53 1.29354 -3.36944 -0.723233
543 1796 1093.72 1.29152 -3.36792 -0.728497
513 1796 1093.75 1.28979 -3.36671 -0.728865
488 1796 1093.86 1.29735 -3.37236 -0.717828
493 1796 1093.91 1.29541 -3.37084 -0.720511
521 1796 1093.96 1.28912 -3.36621 -0.730266
531 1796 1094.21 1.28976 -3.36667 -0.730157
117 1246 1095 1.92176 -2.79178 0.0371233
127 1247 1095.01 1.91521 -2.79606 0.0287115
111 1246 1095.29 1.9215 -2.79152 0.0365508
136 1247 1095.31 1.91297 -2.79668 0.0275701
92 939 1095.59 1.25835 -2.25424 -0.847105
105 1246 1095.62 1.92183 -2.79116 0.0364943
85 939 1095.67 1.26077 -2.25564 -0.84693
685 938 1095.78 1.32954 -2.31594 -0.817074
101 939 1095.86 1.25648 -2.2534 -0.847139
690 938 1095.91 1.32686 -2.3141 -0.818192
471 1796 1096.05 1.30322 -3.37717 -0.709529
111 939 1096.18 1.25561 -2.25331 -0.846827
116 939 1096.23 1.25532 -2.25333 -0.846595
192 939 1096.32 1.24371 -2.24532 -0.844439
759 1796 1096.44 1.22366 -3.32466 -0.834677
182 939 1096.52 1.24702 -2.24822 -0.844448
179 938 1096.55 1.23489 -2.24245 -0.854403
608 938 1096.56 1.3546 -2.32957 -0.80821
708 938 1096.64 1.31592 -2.30585 -0.823317
463 1796 1096.74 1.30409 -3.37823 -0.708077
714 938 1096.74 1.3118 -2.30269 -0.82546
620 938 1096.82 1.35303 -2.32929 -0.808664
642 938 1097.09 1.34523 -2.32527 -0.810985
631 938 1097.09 1.34925 -2.32736 -0.809782
634 938 1097.14 1.34812 -2.32679 -0.810102
72 1247 1097.42 1.928 -2.79124 0.0356751
588 938 1097.65 1.35438 -2.32821 -0.808207
456 1796 1097.74 1.3038 -3.37848 -0.708178
135 938 1098.12 1.24226 -2.24772 -0.855524
578 938 1098.2 1.35364 -2.32725 -0.808324
150 939 1098.3 1.25314 -2.25289 -0.844914
505 938 1098.64 1.34827 -2.32217 -0.807048
513 938 1098.91 1.34698 -2.32109 -0.807786
499 938 1098.91 1.34905 -2.32287 -0.806616
558 938 1098.97 1.35256 -2.32573 -0.808504
554 938 1099 1.3518 -2.32504 -0.808648
522 938 1099.04 1.34666 -2.32079 -0.808439
445 1796 1099.05 1.30218 -3.37816 -0.709948
542 938 1099.18 1.34919 -2.32278 -0.809009
537 938 1099.26 1.34812 -2.32195 -0.809085
531 938 1099.29 1.34728 -2.32129 -0.808928
488 938 1099.31 1.35059 -2.32441 -0.805953
493 938 1099.36 1.3498 -2.32358 -0.806228
412 1796 1100.76 1.29684 -3.37746 -0.717957
471 938 1101.51 1.35308 -2.32722 -0.804928
463 938 1102.44 1.35302 -2.32768 -0.804692
456 938 1103.76 1.35235 -2.32761 -0.804612
413 938 1111.22 1.34754 -2.32751 -0.806258
417 938 1111.26 1.3466 -2.32653 -0.806266
407 938 1111.32 1.35121 -2.33063 -0.80579
394 938 1111.51 1.35503 -2.33404 -0.806403
478 1595 1138.88 1.61998 -3.10264 -0.521416
471 1595 1138.95 1.62218 -3.10409 -0.518826
488 1595 1139.19 1.61584 -3.10018 -0.526045
606 1595 1139.8 1.60787 -3.09841 -0.538414
601 1595 1139.82 1.60913 -3.09866 -0.537042
498 1595 1140.39 1.61351 -3.09872 -0.528745
578 1595 1140.51 1.61228 -3.09906 -0.533346
557 1595 1140.8 1.61343 -3.09886 -0.531882
542 1595 1141.18 1.61315 -3.09834 -0.531605
505 1595 1141.18 1.61242 -3.09807 -0.530158
524 1595 1142.01 1.61206 -3.09774 -0.531562
663 1595 1146.53 1.58392 -3.09093 -0.564608
